startup_name,district,missing_fields,verification_level,confidence_score
Helix Enzymes Virudhunagar 4521,Virudhunagar,founded_year,2,75
Matrix Industries Virudhunagar 4526,Virudhunagar,founders,3,90
Laser Robotics Virudhunagar 4530,Virudhunagar,website,2,73
Ortho MedTech Virudhunagar 4536,Virudhunagar,founded_year; founders,3,88
Dhan Credit Virudhunagar 4542,Virudhunagar,website,2,73
Bright Skills Virudhunagar 4546,Virudhunagar,founders,3,90
Harvest Bio Virudhunagar 4551,Virudhunagar,founded_year,2,70
Cortex AI Virudhunagar 4554,Virudhunagar,website,2,73
Aero Photonics Virudhunagar 4556,Virudhunagar,founders,3,90
Gram Foods Virudhunagar 4566,Virudhunagar,website; founded_year; founders,2,68
Pure Sustainability Karur 4571,Karur,website; founded_year; founders,2,68
Lend Fintech Karur 4581,Karur,founders,3,90
EcoRide Drives Karur 4583,Karur,website,2,73
Cell Biotech Karur 4586,Karur,founded_year,2,70
Indu Castings Karur 4591,Karur,founders,3,90
Micro Instruments Karur 4595,Karur,website,2,73
Clinix Biomed Karur 4601,Karur,founded_year; founders,3,88
Settlement Banking Karur 4607,Karur,website,2,73
Skill Tutor Karur 4611,Karur,founders,3,90
Paddy Farm Karur 4616,Karur,founded_year,2,70
NexusAI Cognition Karur 4619,Karur,website,2,73
Propel Dynamics Karur 4621,Karur,founders,3,90
Gram Foods Nilgiris 4626,Nilgiris,website; founded_year; founders,2,68
Astra Propulsion Nilgiris 4636,Nilgiris,founders,3,90
Robo Industries Nilgiris 4638,Nilgiris,website,2,73
Dhan Finance Nilgiris 4641,Nilgiris,founded_year,2,70
Ferment Life Sciences Nilgiris 4646,Nilgiris,founders,3,90
Harvest Harvest Nilgiris 4650,Nilgiris,website,2,73
Drive Battery Nilgiris 4656,Nilgiris,founded_year; founders,3,88
Orbital Propulsion Nilgiris 4662,Nilgiris,website,2,73
Vector Brain Nilgiris 4666,Nilgiris,founders,3,90
Bright Ed Nilgiris 4671,Nilgiris,founded_year,2,75
Ortho Life Nilgiris 4674,Nilgiris,website,2,73
Matrix Works Cuddalore 4676,Cuddalore,website; founded_year; founders,2,68
Med Therapeutics Cuddalore 4686,Cuddalore,founders,3,90
Terra Agro Cuddalore 4688,Cuddalore,website,2,73
Prompt Brain Cuddalore 4691,Cuddalore,founded_year,2,70
Bright Learning Cuddalore 4696,Cuddalore,founders,3,83
Stellar Launch Cuddalore 4700,Cuddalore,website,2,73
Atomic Instruments Cuddalore 4706,Cuddalore,founded_year; founders,3,88
Derma Biomed Cuddalore 4712,Cuddalore,website,2,73
Gram Living Cuddalore 4716,Cuddalore,founders,3,90
Green Solar Cuddalore 4721,Cuddalore,founded_year,2,70
Hyper Craft Cuddalore 4724,Cuddalore,website,2,73
Delta Bio Dharmapuri 4726,Dharmapuri,website; founded_year; founders,2,68
Work Sync Dharmapuri 4736,Dharmapuri,founders,3,90
Galactic Orbital Dharmapuri 4738,Dharmapuri,website,2,73
Gram Snacks Dharmapuri 4741,Dharmapuri,founded_year,2,70
Renew Sustainability Dharmapuri 4746,Dharmapuri,founders,3,90
NanoMed Therapeutics Dharmapuri 4750,Dharmapuri,website,2,73
Ledger Finance Dharmapuri 4756,Dharmapuri,founded_year; founders,3,88
Work Scale Dharmapuri 4762,Dharmapuri,website,2,73
Matrix Systems Dharmapuri 4766,Dharmapuri,founders,3,90
Algo Analytics Kallakurichi 4771,Kallakurichi,website; founded_year; founders,2,68
Paddy Farm Kallakurichi 4781,Kallakurichi,founders,3,90
Daily Essentials Kallakurichi 4783,Kallakurichi,website,2,73
Propel Aerospace Kallakurichi 4786,Kallakurichi,founded_year,2,70
Sync Force Kallakurichi 4791,Kallakurichi,founders,3,90
Forge Castings Kallakurichi 4795,Kallakurichi,website,2,73
Sustain Recycle Kallakurichi 4801,Kallakurichi,founded_year; founders,3,88
Uzhava Fresh Kallakurichi 4807,Kallakurichi,website,2,73
Stack Force Mayiladuthurai 4811,Mayiladuthurai,website; founded_year; founders,2,68
Clean CleanTech Mayiladuthurai 4821,Mayiladuthurai,founders,3,90
Ferment Biosciences Mayiladuthurai 4823,Mayiladuthurai,website,2,73
Aero Aerospace Mayiladuthurai 4826,Mayiladuthurai,founded_year,2,70
Fin Fintech Mayiladuthurai 4831,Mayiladuthurai,founders,3,90
Ace Lab Mayiladuthurai 4835,Mayiladuthurai,website,2,73
Indu Castings Mayiladuthurai 4841,Mayiladuthurai,founded_year; founders,3,88
Green Solar Mayiladuthurai 4847,Mayiladuthurai,website,2,73
Lend Fintech Nagapattinam 4851,Nagapattinam,website; founded_year; founders,2,68
Indu Castings Nagapattinam 4861,Nagapattinam,founders,3,90
Intellect Sense Nagapattinam 4863,Nagapattinam,website,2,73
Drive Energy Nagapattinam 4866,Nagapattinam,founded_year,2,70
Clinix Clinics Nagapattinam 4871,Nagapattinam,founders,3,90
Royal Brews Nagapattinam 4875,Nagapattinam,website,2,73
Skill Verse Nagapattinam 4881,Nagapattinam,founded_year; founders,3,88
Apex Castings Nagapattinam 4887,Nagapattinam,website,2,73
Neuro Therapeutics Perambalur 4891,Perambalur,website; founded_year; founders,2,68
Skill Learning Perambalur 4901,Perambalur,founders,3,90
Scale Works Perambalur 4903,Perambalur,website,2,73
Uzhava Farm Perambalur 4906,Perambalur,founded_year,2,70
Robo Instruments Perambalur 4911,Perambalur,founders,3,90
Bio Biotech Perambalur 4915,Perambalur,website,2,73
Pure Living Perambalur 4921,Perambalur,founded_year; founders,3,88
Helix Life Sciences Pudukkottai 4926,Pudukkottai,website; founded_year; founders,2,68
Drive Mobility Pudukkottai 4936,Pudukkottai,founders,3,90
Kalvi Ed Pudukkottai 4938,Pudukkottai,website,2,73
Ortho Life Pudukkottai 4941,Pudukkottai,founded_year,2,70
Deep Brain Pudukkottai 4946,Pudukkottai,founders,3,90
Pure Renewables Pudukkottai 4950,Pudukkottai,website,2,73
Harvest Bio Pudukkottai 4956,Pudukkottai,founded_year; founders,3,88
Clean Enviro Ramanathapuram 4961,Ramanathapuram,website; founded_year; founders,2,68
Penny Fintech Ramanathapuram 4971,Ramanathapuram,founders,3,90
Watt Vehicles Ramanathapuram 4973,Ramanathapuram,website,2,73
Ferment Enzymes Ramanathapuram 4976,Ramanathapuram,founded_year,2,70
Indu Automation Ramanathapuram 4981,Ramanathapuram,founders,3,90
Photon Propulsion Ramanathapuram 4985,Ramanathapuram,website,2,73
Heal Sensors Ramanathapuram 4991,Ramanathapuram,founded_year; founders,3,88
Optic Photonics Ranipet 4996,Ranipet,website; founded_year; founders,2,68
Gram Foods Ranipet 5006,Ranipet,founders,3,90
Mint Capital Ranipet 5008,Ranipet,website,2,73
Sustain CleanTech Ranipet 5011,Ranipet,founded_year,2,70
Astra Launch Ranipet 5016,Ranipet,founders,3,90
Vision Robotics Ranipet 5020,Ranipet,website,2,73
Microbe Biosciences Ranipet 5026,Ranipet,founded_year; founders,3,88
Intellect Analytics Sivaganga 5031,Sivaganga,website; founded_year; founders,2,68
Uzhava Farm Sivaganga 5041,Sivaganga,founders,3,90
Daily Brands Sivaganga 5043,Sivaganga,website,2,73
Robo Dynamics Sivaganga 5046,Sivaganga,founded_year,2,70
Sync Works Sivaganga 5051,Sivaganga,founders,3,90
Forge Tech Sivaganga 5055,Sivaganga,website,2,73
Bio Renewables Sivaganga 5061,Sivaganga,founded_year; founders,3,88
Matrix Industries Tenkasi 5066,Tenkasi,website; founded_year; founders,2,68
Ortho Clinics Tenkasi 5076,Tenkasi,founders,3,90
Farm Agro Tenkasi 5078,Tenkasi,website,2,73
Deep Brain Tenkasi 5081,Tenkasi,founded_year,2,70
Bright Verse Tenkasi 5086,Tenkasi,founders,3,90
Stellar Propulsion Tenkasi 5090,Tenkasi,website,2,73
Aero Propulsion Tenkasi 5096,Tenkasi,founded_year; founders,3,88
Aero Satellites Theni 5101,Theni,website; founded_year; founders,2,68
Gene Biotech Theni 5111,Theni,founders,3,90
Care Therapeutics Theni 5113,Theni,website,2,73
Indu Manufacturing Theni 5116,Theni,founded_year,2,70
Volt Drives Theni 5121,Theni,founders,3,90
SaaSify Flow Theni 5125,Theni,website,2,73
Cognitive Analytics Theni 5131,Theni,founded_year; founders,3,88
Stack HQ Tirupathur 5136,Tirupathur,website; founded_year; founders,2,68
Pure Solar Tirupathur 5146,Tirupathur,founders,3,90
Enzyme Therapeutics Tirupathur 5148,Tirupathur,website,2,73
Astra Space Tirupathur 5151,Tirupathur,founded_year,2,70
Vault Finance Tirupathur 5156,Tirupathur,founders,3,90
Learn Ed Tirupathur 5160,Tirupathur,website,2,65
Matrix Engineering Tirupathur 5166,Tirupathur,founded_year; founders,3,88
Skill Class Tiruvannamalai 5171,Tiruvannamalai,website; founded_year; founders,2,68
Robo Aerospace Tiruvannamalai 5181,Tiruvannamalai,founders,3,90
Green Enviro Tiruvannamalai 5183,Tiruvannamalai,website,2,73
Desk Force Tiruvannamalai 5186,Tiruvannamalai,founded_year,2,70
Pure Brews Tiruvannamalai 5191,Tiruvannamalai,founders,3,90
Torque Vehicles Tiruvannamalai 5195,Tiruvannamalai,website,2,73
Aero Aerospace Tiruvannamalai 5201,Tiruvannamalai,founded_year; founders,3,88
Electro Power Tiruvarur 5206,Tiruvarur,website; founded_year; founders,2,68
Deep Brain Tiruvarur 5216,Tiruvarur,founders,3,90
Dynamic Photonics Tiruvarur 5218,Tiruvarur,website,2,73
Bright Tech Tiruvarur 5221,Tiruvarur,founded_year,2,70
Harvest Bio Tiruvarur 5226,Tiruvarur,founders,3,90
Ledger Lend Tiruvarur 5230,Tiruvarur,website,2,73
Omni Scale Tiruvarur 5236,Tiruvarur,founded_year; founders,3,88
Penny Fintech Viluppuram 5241,Viluppuram,website; founded_year; founders,2,68
Indu Automation Viluppuram 5251,Viluppuram,founders,3,90
Turing Sense Viluppuram 5253,Viluppuram,website,2,73
EcoRide Battery Viluppuram 5256,Viluppuram,founded_year,2,70
Heal Health Viluppuram 5261,Viluppuram,founders,3,90
Royal Brands Viluppuram 5265,Viluppuram,website,2,73
Skill Ed Viluppuram 5271,Viluppuram,founded_year; founders,3,88
Gram Organics Ariyalur 5276,Ariyalur,website; founded_year; founders,2,68
Astra Launch Ariyalur 5286,Ariyalur,founders,3,90
Robo Works Ariyalur 5288,Ariyalur,website,2,73
Vault Finance Ariyalur 5291,Ariyalur,founded_year,2,70
Bio Labs Ariyalur 5296,Ariyalur,founders,3,90
Terra Harvest Ariyalur 5300,Ariyalur,website,2,73
