startup_name,legal_name,website,district,city,latitude,longitude,sector,sub_sector,industry,business_model,startup_stage,founded_year,founders,funding_status,total_funding,latest_round,latest_amount,investors,startupTN_registered,dpiit_recognized,incubators,status,verification_level,confidence_score,sources
Bio Biosciences Tiruvallur 2737,Bio Biosciences Tiruvallur 2737 Private Limited,,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,BioTech,Marine Chitosan & Algae Extracts,Life Sciences,Custom Biotech R&D,Pre-Series A,2023,Balaji Chinnasamy (Co-Founder & CEO); Deepa Pandian (Co-Founder & CTO),Funded,₹350 Lakhs,Pre-Series A,₹350 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),active,2,73,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Cloud Base Tiruvallur 2738,Cloud Base Tiruvallur 2738 Private Limited,https://www.cloudbasetiruvallur2738.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,SaaS,Billing & Invoicing,Information Technology,Subscription B2B,Bootstrapped,2024,Revathi Alagappan (Co-Founder & CEO); Meenakshi Swaminathan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cardio Biomed Tiruvallur 2739,Cardio Biomed Tiruvallur 2739 Private Limited,https://www.cardiobiomedtiruvallur2739.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,HealthTech,Ophthalmology Tech,Enterprise Tech,B2B,Bootstrapped,2014,Sangeetha Chandrasekar (Co-Founder & CEO); Sruthi Alagappan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Zenith Cosmos Tiruvallur 2740,Zenith Cosmos Tiruvallur 2740 Private Limited,https://www.zenithcosmostiruvallur2740.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,SpaceTech,Space Debris Tracking,Aerospace,Defense Contracting,Seed,2015,Harini Kuppusamy (Co-Founder & CEO); Joseph Sridhar (Co-Founder & CTO),Funded,$4.8M,Angel,$4.8M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Crop Farm Tiruvallur 2741,Crop Farm Tiruvallur 2741 Private Limited,https://www.cropfarmtiruvallur2741.in,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,Agritech,Farm-to-Market Supply Chain,Enterprise Tech,Marketplace Commission,Bootstrapped,2016,,Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,90,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Apex Automation Tiruvallur 2742,Apex Automation Tiruvallur 2742 Private Limited,https://www.apexautomationtiruvallur2742.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,Manufacturing,Smart Packaging Machinery,Industrial Automation,Industrial SaaS AMC,Bootstrapped,2017,David Rajan (Co-Founder & CEO); Naveen Thirunavukkarasu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Daily Living Tiruvallur 2743,Daily Living Tiruvallur 2743 Private Limited,https://www.dailylivingtiruvallur2743.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,Consumer,Ayurvedic & Herbal Wellness D2C,Enterprise Tech,Omnichannel Retail,Seed,2018,Vignesh Krishnan (Co-Founder & CEO); Priya Selvam (Co-Founder & CTO),Funded,₹650 Lakhs,Seed,₹650 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,3,93,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Synapse Cognition Tiruvallur 2744,Synapse Cognition Tiruvallur 2744 Private Limited,https://www.synapsecognitiontiruvallur2744.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,AI,NLP & Speech AI,Enterprise Tech,Usage-based API,Bootstrapped,2019,Muthu Ganesan (Co-Founder & CEO); Divya Naidu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Penny Money Tiruvallur 2745,Penny Money Tiruvallur 2745 Private Limited,https://www.pennymoneytiruvallur2745.in,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,FinTech,WealthTech,Financial Services,B2B2C,Bootstrapped,2020,Anand Ramasamy (Co-Founder & CEO); Janani Sundaram (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,95,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Nano Technologies Tiruvallur 2746,Nano Technologies Tiruvallur 2746 Private Limited,https://www.nanotechnologiestiruvallur2746.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,DeepTech,Unmanned Aerial Systems (UAVs),Hard Tech,Hardware + Software Maintenance,Seed,,Kavitha Sridhar (Co-Founder & CEO); Victor Subramanian (Co-Founder & CTO),Funded,$2.4M,Angel,$2.4M,AIC-Raise (Atal Incubation Centre - Rathinam); Tamil Nadu Angel Network,false,false,AIC-Raise (Atal Incubation Centre - Rathinam),active,2,70,AIC-Raise (Atal Incubation Centre - Rathinam) (https://aicraise.com)
Kinetic Battery Tiruvallur 2747,Kinetic Battery Tiruvallur 2747 Private Limited,https://www.kineticbatterytiruvallur2747.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,EV,EV Retrofit Kits,Enterprise Tech,B2B / B2C,Bootstrapped,2022,Swetha Duraisamy (Co-Founder & CEO); Suresh Ganesan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,VIT Technology Business Incubator (VITTBI),active,3,95,VIT Technology Business Incubator (VITTBI) (https://vittbi.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Clean Solar Tiruvallur 2748,Clean Solar Tiruvallur 2748 Private Limited,https://www.cleansolartiruvallur2748.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,ClimateTech,Bio-CNG & Waste-to-Energy,Sustainability & CleanTech,Carbon Credit Trading,Bootstrapped,2023,Vidya Natarajan (Co-Founder & CEO); Praveen Venkataraman (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST),active,3,88,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST) (https://first.sastra.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Vidya Tutor Tiruvallur 2749,Vidya Tutor Tiruvallur 2749 Private Limited,,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,EdTech,K-12 STEM Experiential Learning,Education,B2B Institutional LMS,Pre-Series A,2024,Sneha Naidu (Co-Founder & CEO); Raghavan Chettiar (Co-Founder & CTO),Funded,₹200 Lakhs,Pre-Series A,₹200 Lakhs,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Tamil Nadu Angel Network,true,false,Technology Business Incubator @ Kongu Engineering College (TBI@KEC),active,2,73,Technology Business Incubator @ Kongu Engineering College (TBI@KEC) (http://www.tbi-kec.org); StartupTN Innovation Mission Registry (https://startuptn.in)
Ferment Enzymes Tiruvallur 2750,Ferment Enzymes Tiruvallur 2750 Private Limited,https://www.fermentenzymestiruvallur2750.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,BioTech,Bio-Stimulants,Life Sciences,Custom Biotech R&D,Bootstrapped,2014,Antony Narayanan (Co-Founder & CEO); Nithya Chandrasekar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Periyar Technology Business Incubator,active,3,88,Periyar Technology Business Incubator (https://periyartbi.org); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cloud Desk Tiruvallur 2751,Cloud Desk Tiruvallur 2751 Private Limited,https://www.clouddesktiruvallur2751.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,SaaS,API Automation,Enterprise Tech,Tiered Enterprise,Bootstrapped,2015,,Bootstrapped,,Bootstrapped,,,true,true,TNAU Agri-Business Incubation Society (ABIS-TBI),active,3,90,TNAU Agri-Business Incubation Society (ABIS-TBI) (https://tbitnau.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Care Health Tiruvallur 2752,Care Health Tiruvallur 2752 Private Limited,https://www.carehealthtiruvallur2752.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,HealthTech,Point-of-Care Devices,Healthcare,Fee-per-Scan,Seed,2016,Saravanan Venkataraman (Co-Founder & CEO); Syed Velusamy (Co-Founder & CTO),Funded,$9.6M,Angel,$9.6M,Vel Tech Technology Business Incubator; Tamil Nadu Angel Network,false,false,Vel Tech Technology Business Incubator,active,2,70,Vel Tech Technology Business Incubator (https://veltechtbi.com)
Horizon Cosmos Tiruvallur 2753,Horizon Cosmos Tiruvallur 2753 Private Limited,https://www.horizoncosmostiruvallur2753.in,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,SpaceTech,Orbital Launchers,Aerospace,Data Subscription (EO),Bootstrapped,2017,Sundar Muthiah (Co-Founder & CEO); Arun Babu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Sathyabama Technology Business Incubator,active,3,95,Sathyabama Technology Business Incubator (https://sathyabama.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
BioAgri Innovations Tiruvallur 2754,BioAgri Innovations Tiruvallur 2754 Private Limited,https://www.bioagriinnovationstiruvallur2754.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,Agritech,Soil Nutrient Sensor Tech,Agriculture,Hardware Device + Subscription,Bootstrapped,2018,Venkatesh Palanisamy (Co-Founder & CEO); Ganesh Rajan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,St. Xavier’s Catholic College Innovation Center,active,3,88,St. Xavier’s Catholic College Innovation Center (https://sxcce.edu.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Forge Automation Tiruvallur 2755,Forge Automation Tiruvallur 2755 Private Limited,https://www.forgeautomationtiruvallur2755.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,Manufacturing,Additive Tooling,Enterprise Tech,Industrial SaaS AMC,Seed,2019,Lakshmi Velusamy (Co-Founder & CEO); Shanmugam Narayanan (Co-Founder & CTO),Funded,₹500 Lakhs,Seed,₹500 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),active,3,93,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Pure Brands Tiruvallur 2756,Pure Brands Tiruvallur 2756 Private Limited,https://www.purebrandstiruvallur2756.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,Consumer,Regional Snack Brands,Consumer Goods & Retail,Omnichannel Retail,Bootstrapped,2020,Archana Pillai (Co-Founder & CEO); Ananya Murugan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Turing Insights Tiruvallur 2757,Turing Insights Tiruvallur 2757 Private Limited,https://www.turinginsightstiruvallur2757.in,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,AI,Edge AI,Enterprise Tech,Enterprise License,Bootstrapped,2021,Kavya Sundaram (Co-Founder & CEO); Pavithra Chinnasamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cred Wealth Tiruvallur 2758,Cred Wealth Tiruvallur 2758 Private Limited,https://www.credwealthtiruvallur2758.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,FinTech,UPI & Merchant Payments,Financial Services,SaaS + Take Rate,Seed,2022,Farooq Murugan (Co-Founder & CEO); Mohammed Ramasamy (Co-Founder & CTO),Funded,$7.199999999999999M,Angel,$7.199999999999999M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Photon Dynamics Tiruvallur 2759,Photon Dynamics Tiruvallur 2759 Private Limited,https://www.photondynamicstiruvallur2759.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,DeepTech,Quantum Cryptography,Enterprise Tech,IP Licensing,Bootstrapped,2023,Michael Swaminathan (Co-Founder & CEO); Daniel Muthiah (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,95,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Watt Mobility Tiruvallur 2760,Watt Mobility Tiruvallur 2760 Private Limited,https://www.wattmobilitytiruvallur2760.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,EV,Commercial EV Fleet,Automotive & Clean Mobility,Charging Station Fee,Bootstrapped,2024,Senthil Chettiar (Co-Founder & CEO); Pradeep Balasubramanian (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Aqua Power Tiruvallur 2761,Aqua Power Tiruvallur 2761 Private Limited,,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,ClimateTech,Solar Microgrids,Sustainability & CleanTech,EPC + O&M Contract,Pre-Series A,,,Funded,₹50 Lakhs,Pre-Series A,₹50 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),inactive,2,68,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Guru Ed Tiruvallur 2762,Guru Ed Tiruvallur 2762 Private Limited,https://www.guruedtiruvallur2762.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,EdTech,College Placement Analytics,Education,Course Subscription,Bootstrapped,2015,Balaji Thirunavukkarasu (Co-Founder & CEO); Deepa Natarajan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Protein Life Sciences Tiruvallur 2763,Protein Life Sciences Tiruvallur 2763 Private Limited,https://www.proteinlife sciencestiruvallur2763.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,BioTech,Marine Chitosan & Algae Extracts,Enterprise Tech,Custom Biotech R&D,Bootstrapped,2016,Revathi Babu (Co-Founder & CEO); Meenakshi Pillai (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,95,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cloud Flow Tiruvallur 2764,Cloud Flow Tiruvallur 2764 Private Limited,https://www.cloudflowtiruvallur2764.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,SaaS,CRM & Sales Tech,Information Technology,B2B,Seed,2017,Sangeetha Kumar (Co-Founder & CEO); Sruthi Kumar (Co-Founder & CTO),Funded,$4.8M,Angel,$4.8M,AIC-Raise (Atal Incubation Centre - Rathinam); Tamil Nadu Angel Network,false,false,AIC-Raise (Atal Incubation Centre - Rathinam),active,2,70,AIC-Raise (Atal Incubation Centre - Rathinam) (https://aicraise.com)
Heal Life Tiruvallur 2765,Heal Life Tiruvallur 2765 Private Limited,https://www.heallifetiruvallur2765.in,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,HealthTech,Telehealth,Healthcare,B2B SaaS,Bootstrapped,2018,Harini Subramanian (Co-Founder & CEO); Joseph Krishnan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,VIT Technology Business Incubator (VITTBI),active,3,95,VIT Technology Business Incubator (VITTBI) (https://vittbi.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Aero Cosmos Tiruvallur 2766,Aero Cosmos Tiruvallur 2766 Private Limited,https://www.aerocosmostiruvallur2766.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,SpaceTech,Small Satellite Propulsion,Aerospace,Launch as a Service,Bootstrapped,2019,Ibrahim Chinnasamy (Co-Founder & CEO); Dinesh Pandian (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST),active,3,88,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST) (https://first.sastra.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Kisan Fresh Tiruvallur 2767,Kisan Fresh Tiruvallur 2767 Private Limited,https://www.kisanfreshtiruvallur2767.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,Agritech,Drip Irrigation Automation,Enterprise Tech,B2B / B2C,Seed,2020,David Alagappan (Co-Founder & CEO); Naveen Swaminathan (Co-Founder & CTO),Funded,₹350 Lakhs,Seed,₹350 Lakhs,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Tamil Nadu Angel Network,true,false,Technology Business Incubator @ Kongu Engineering College (TBI@KEC),active,3,93,Technology Business Incubator @ Kongu Engineering College (TBI@KEC) (http://www.tbi-kec.org); StartupTN Innovation Mission Registry (https://startuptn.in)
Prime Automation Tiruvallur 2768,Prime Automation Tiruvallur 2768 Private Limited,https://www.primeautomationtiruvallur2768.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,Manufacturing,Industry 4.0 Telemetry,Industrial Automation,Industrial SaaS AMC,Bootstrapped,2021,Vignesh Chandrasekar (Co-Founder & CEO); Priya Alagappan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Periyar Technology Business Incubator,active,3,88,Periyar Technology Business Incubator (https://periyartbi.org); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Heritage Organics Tiruvallur 2769,Heritage Organics Tiruvallur 2769 Private Limited,https://www.heritageorganicstiruvallur2769.in,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,Consumer,Ayurvedic & Herbal Wellness D2C,Consumer Goods & Retail,Omnichannel Retail,Bootstrapped,2022,Muthu Kuppusamy (Co-Founder & CEO); Divya Sridhar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,TNAU Agri-Business Incubation Society (ABIS-TBI),active,3,95,TNAU Agri-Business Incubation Society (ABIS-TBI) (https://tbitnau.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cognitive Intelligence Tiruvallur 2770,Cognitive Intelligence Tiruvallur 2770 Private Limited,https://www.cognitiveintelligencetiruvallur2770.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,AI,Generative AI,Enterprise Tech,B2B SaaS,Seed,2023,Anand Selvam (Co-Founder & CEO); Janani Palanisamy (Co-Founder & CTO),Funded,$2.4M,Angel,$2.4M,Vel Tech Technology Business Incubator; Tamil Nadu Angel Network,false,false,Vel Tech Technology Business Incubator,active,2,70,Vel Tech Technology Business Incubator (https://veltechtbi.com)
Kuber Fintech Tiruvallur 2771,Kuber Fintech Tiruvallur 2771 Private Limited,https://www.kuberfintechtiruvallur2771.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,FinTech,InsurTech,Enterprise Tech,Credit Spread,Bootstrapped,2024,,Bootstrapped,,Bootstrapped,,,true,true,Sathyabama Technology Business Incubator,active,3,90,Sathyabama Technology Business Incubator (https://sathyabama.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Astra Systems Tiruvallur 2772,Astra Systems Tiruvallur 2772 Private Limited,https://www.astrasystemstiruvallur2772.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,DeepTech,Advanced Materials,Hard Tech,B2B OEM,Bootstrapped,2014,Swetha Krishnan (Co-Founder & CEO); Suresh Selvam (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,St. Xavier’s Catholic College Innovation Center,active,3,88,St. Xavier’s Catholic College Innovation Center (https://sxcce.edu.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Charge Charging Tiruvallur 2773,Charge Charging Tiruvallur 2773 Private Limited,,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,EV,Electric 2-Wheelers,Automotive & Clean Mobility,Battery as a Service (BaaS),Pre-Series A,2015,Vidya Ganesan (Co-Founder & CEO); Praveen Naidu (Co-Founder & CTO),Funded,₹650 Lakhs,Pre-Series A,₹650 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),active,2,73,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Green Renewables Tiruvallur 2774,Green Renewables Tiruvallur 2774 Private Limited,https://www.greenrenewablestiruvallur2774.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,ClimateTech,Zero-Liquid Discharge Effluent Tech,Sustainability & CleanTech,Industrial Waste Offtake,Bootstrapped,2016,Sneha Ramasamy (Co-Founder & CEO); Raghavan Sundaram (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Ace Class Tiruvallur 2775,Ace Class Tiruvallur 2775 Private Limited,https://www.aceclasstiruvallur2775.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,EdTech,K-12 STEM Experiential Learning,Enterprise Tech,B2C / B2B,Bootstrapped,2017,Antony Sridhar (Co-Founder & CEO); Nithya Subramanian (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Microbe Labs Tiruvallur 2776,Microbe Labs Tiruvallur 2776 Private Limited,https://www.microbelabstiruvallur2776.in,Tiruvallur,"Ponneri Smart City, Tiruvallur",13.1432,79.9083,BioTech,Bio-Stimulants,Life Sciences,Custom Biotech R&D,Seed,,Karthik Duraisamy (Co-Founder & CEO); Gayathri Ganesan (Co-Founder & CTO),Funded,$9.6M,Angel,$9.6M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Cloud Base Tiruvallur 2777,Cloud Base Tiruvallur 2777 Private Limited,https://www.cloudbasetiruvallur2777.in,Tiruvallur,"Gummidipoondi SIPCOT, Tiruvallur",13.1432,79.9083,SaaS,Billing & Invoicing,Information Technology,Freemium SaaS,Bootstrapped,2019,Saravanan Natarajan (Co-Founder & CEO); Syed Venkataraman (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,95,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cardio Diagnostics Tiruvallur 2778,Cardio Diagnostics Tiruvallur 2778 Private Limited,https://www.cardiodiagnosticstiruvallur2778.in,Tiruvallur,"Avadi (Vel Tech TBI), Tiruvallur",13.1432,79.9083,HealthTech,Ophthalmology Tech,Healthcare,Device Sale + Consumables,Bootstrapped,2020,Sundar Naidu (Co-Founder & CEO); Arun Chettiar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cosmo Cosmos Tiruvallur 2779,Cosmo Cosmos Tiruvallur 2779 Private Limited,https://www.cosmocosmostiruvallur2779.in,Tiruvallur,"Thirumazhisai Auto Hub, Tiruvallur",13.1432,79.9083,SpaceTech,Satellite Ground Stations,Enterprise Tech,B2B,Seed,2021,Venkatesh Narayanan (Co-Founder & CEO); Ganesh Chandrasekar (Co-Founder & CTO),Funded,₹200 Lakhs,Seed,₹200 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,3,93,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
